Commodity,Year,Attribute,Value,Notes
Peanuts: U.S. Supply and use - Farm weight,1988,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1695.256391,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1989,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1738.675188,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1990,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1518.772932,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1991,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1659.552632,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1992,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1595.406767,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1993,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1569.979699,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1994,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1510.7,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1995,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1498.386466,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1996,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1525.916541,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1997,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1577.822556,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1998,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1618.646617,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1999,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1679.243911,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2000,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1641.804511,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2001,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1673.007519,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2002,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1685.112782,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2003,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1846.541353,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2004,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1954.887218,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2005,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1966.917293,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2006,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1943.909774,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2007,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1892.12782,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2008,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",1933.321053,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2009,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2011.184211,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2010,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2135.263158,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2011,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2109.022556,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2012,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2056.267669,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2013,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2169.849624,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2014,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2214.65188,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2015,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2363.909774,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2016,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2324.81203,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2017,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2367.518797,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2018,"Food availability-Shelled basis-Total-Million pounds, in-shell basis",2330.300752,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1967,Food availability-Shelled basis-Per capita-Pounds,5.395665398,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1968,Food availability-Shelled basis-Per capita-Pounds,5.52786314,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1969,Food availability-Shelled basis-Per capita-Pounds,5.582453358,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1970,Food availability-Shelled basis-Per capita-Pounds,5.599013895,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1971,Food availability-Shelled basis-Per capita-Pounds,5.517120225,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1972,Food availability-Shelled basis-Per capita-Pounds,5.801490904,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1973,Food availability-Shelled basis-Per capita-Pounds,6.100993175,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1974,Food availability-Shelled basis-Per capita-Pounds,5.875715344,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1975,Food availability-Shelled basis-Per capita-Pounds,6.086933373,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1976,Food availability-Shelled basis-Per capita-Pounds,5.662605349,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1977,Food availability-Shelled basis-Per capita-Pounds,5.745981578,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1978,Food availability-Shelled basis-Per capita-Pounds,5.971529283,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1979,Food availability-Shelled basis-Per capita-Pounds,5.968285465,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1980,Food availability-Shelled basis-Per capita-Pounds,4.864203556,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1981,Food availability-Shelled basis-Per capita-Pounds,5.570038788,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1982,Food availability-Shelled basis-Per capita-Pounds,6.014204908,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1983,Food availability-Shelled basis-Per capita-Pounds,5.980956454,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1984,Food availability-Shelled basis-Per capita-Pounds,6.104221192,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1985,Food availability-Shelled basis-Per capita-Pounds,6.405295162,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1986,Food availability-Shelled basis-Per capita-Pounds,6.504171361,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1987,Food availability-Shelled basis-Per capita-Pounds,6.440658275,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1988,Food availability-Shelled basis-Per capita-Pounds,6.948313151,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1989,Food availability-Shelled basis-Per capita-Pounds,7.061355465,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1990,Food availability-Shelled basis-Per capita-Pounds,6.10785426,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1991,Food availability-Shelled basis-Per capita-Pounds,6.588428362,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1992,Food availability-Shelled basis-Per capita-Pounds,6.251250977,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1993,Food availability-Shelled basis-Per capita-Pounds,6.069219764,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1994,Food availability-Shelled basis-Per capita-Pounds,5.767813713,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1995,Food availability-Shelled basis-Per capita-Pounds,5.653349882,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1996,Food availability-Shelled basis-Per capita-Pounds,5.690512216,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1997,Food availability-Shelled basis-Per capita-Pounds,5.814499397,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1998,Food availability-Shelled basis-Per capita-Pounds,5.894003541,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,1999,Food availability-Shelled basis-Per capita-Pounds,6.045012098,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2000,Food availability-Shelled basis-Per capita-Pounds,5.843219746,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2001,Food availability-Shelled basis-Per capita-Pounds,5.89252307,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2002,Food availability-Shelled basis-Per capita-Pounds,5.875822445,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2003,Food availability-Shelled basis-Per capita-Pounds,6.377993858,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2004,Food availability-Shelled basis-Per capita-Pounds,6.690422578,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2005,Food availability-Shelled basis-Per capita-Pounds,6.669458643,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2006,Food availability-Shelled basis-Per capita-Pounds,6.530933178,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2007,Food availability-Shelled basis-Per capita-Pounds,6.295038132,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2008,Food availability-Shelled basis-Per capita-Pounds,6.369950067,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2009,Food availability-Shelled basis-Per capita-Pounds,6.568038902,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2010,Food availability-Shelled basis-Per capita-Pounds,6.913967525,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2011,Food availability-Shelled basis-Per capita-Pounds,6.782579713,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2012,Food availability-Shelled basis-Per capita-Pounds,6.566398496,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2013,Food availability-Shelled basis-Per capita-Pounds,6.881072219,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2014,Food availability-Shelled basis-Per capita-Pounds,6.974859592,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2015,Food availability-Shelled basis-Per capita-Pounds,7.391093981,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2016,Food availability-Shelled basis-Per capita-Pounds,7.217355817,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2017,Food availability-Shelled basis-Per capita-Pounds,7.300470406,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
Peanuts: U.S. Supply and use - Farm weight,2018,Food availability-Shelled basis-Per capita-Pounds,7.14458376,Computed from unrounded data. Computed by dividing farmers' stock basis figure by 1.33.
"Peanut use: availability, by type of product - Farmers' stock basis",1967,"U.S. population, January 1 of following year-Millions",197.736,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1968,"U.S. population, January 1 of following year-Millions",199.808,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1969,"U.S. population, January 1 of following year-Millions",201.76,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1970,"U.S. population, January 1 of following year-Millions",203.849,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1971,"U.S. population, January 1 of following year-Millions",206.466,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1972,"U.S. population, January 1 of following year-Millions",208.917,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1973,"U.S. population, January 1 of following year-Millions",210.985,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1974,"U.S. population, January 1 of following year-Millions",212.932,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1975,"U.S. population, January 1 of following year-Millions",214.931,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1976,"U.S. population, January 1 of following year-Millions",217.095,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1977,"U.S. population, January 1 of following year-Millions",219.179,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1978,"U.S. population, January 1 of following year-Millions",221.477,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1979,"U.S. population, January 1 of following year-Millions",223.865,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1980,"U.S. population, January 1 of following year-Millions",226.451,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1981,"U.S. population, January 1 of following year-Millions",228.937,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1982,"U.S. population, January 1 of following year-Millions",231.157,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1983,"U.S. population, January 1 of following year-Millions",233.322,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1984,"U.S. population, January 1 of following year-Millions",235.385,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1985,"U.S. population, January 1 of following year-Millions",237.468,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1986,"U.S. population, January 1 of following year-Millions",239.638,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1987,"U.S. population, January 1 of following year-Millions",241.784,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1988,"U.S. population, January 1 of following year-Millions",243.981,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1989,"U.S. population, January 1 of following year-Millions",246.224,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1990,"U.S. population, January 1 of following year-Millions",248.659,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1991,"U.S. population, January 1 of following year-Millions",251.889,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1992,"U.S. population, January 1 of following year-Millions",255.214,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1993,"U.S. population, January 1 of following year-Millions",258.679,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1994,"U.S. population, January 1 of following year-Millions",261.919,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1995,"U.S. population, January 1 of following year-Millions",265.044,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1996,"U.S. population, January 1 of following year-Millions",268.151,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1997,"U.S. population, January 1 of following year-Millions",271.36,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1998,"U.S. population, January 1 of following year-Millions",274.626,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1999,"U.S. population, January 1 of following year-Millions",277.79,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2000,"U.S. population, January 1 of following year-Millions",280.976,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2001,"U.S. population, January 1 of following year-Millions",283.920402,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2002,"U.S. population, January 1 of following year-Millions",286.78756,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2003,"U.S. population, January 1 of following year-Millions",289.517581,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2004,"U.S. population, January 1 of following year-Millions",292.19189,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2005,"U.S. population, January 1 of following year-Millions",294.914085,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2006,"U.S. population, January 1 of following year-Millions",297.646557,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2007,"U.S. population, January 1 of following year-Millions",300.574481,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2008,"U.S. population, January 1 of following year-Millions",303.506469,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2009,"U.S. population, January 1 of following year-Millions",306.207719,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2010,"U.S. population, January 1 of following year-Millions",308.833264,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2011,"U.S. population, January 1 of following year-Millions",310.946962,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2012,"U.S. population, January 1 of following year-Millions",313.149997,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2013,"U.S. population, January 1 of following year-Millions",315.335976,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2014,"U.S. population, January 1 of following year-Millions",317.519206,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2015,"U.S. population, January 1 of following year-Millions",319.83219,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2016,"U.S. population, January 1 of following year-Millions",322.114094,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2017,"U.S. population, January 1 of following year-Millions",324.296746,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",2018,"U.S. population, January 1 of following year-Millions",326.163263,Resident population plus the Armed Forces overseas.
"Peanut use: availability, by type of product - Farmers' stock basis",1967,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,232.6,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1968,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,240,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1969,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,240.9,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1970,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,238.8,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1971,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,241.7,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1972,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,254.4,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1973,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,284.3,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1974,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,278.3,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1975,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,301.6,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1976,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,253.8,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1977,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,274.2,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1978,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,291.6,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1979,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,284.874,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1980,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,205.489,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1981,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,277.954,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1982,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,308.119,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1983,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,301.971,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1984,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,309.051,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1985,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,358.543,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1986,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,384.286,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1987,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,373.773,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1988,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,381.481,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1989,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,392.811,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1990,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,355.258,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1991,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,346.261,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1992,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,352.775,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1993,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,348.867,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1994,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,301.548,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1995,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,277.089,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
"Peanut use: availability, by type of product - Farmers' stock basis",1996,Shelled peanuts use in primary products (raw basis)-Snack peanuts-Million pounds,290.102,"Source: Peanut Stocks and Processing Report (September), NASS, USDA."
